0,0
26,8
25,9
24,10
0,0
27,8
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,9
45,9
46,9
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,9
59,9
60,10
61,13
0,0
28,8
0,0
29,8
0,0
30,8
0,0
31,8
0,0
24,11
61,14
58,18
59,18
60,18
61,18
0,0
60,11
0,0
24,12
61,15
57,18
61,19
0,0
60,12
0,0
24,13
24,15
24,16
24,17
0,0
24,14
0,0
61,16
0,0
61,17
27,19
28,19
29,19
30,19
31,19
32,19
33,19
34,19
35,19
36,19
37,19
38,19
39,19
40,19
41,19
42,19
0,0
25,18
44,18
45,18
46,18
47,18
48,18
49,18
50,18
51,18
52,18
53,18
54,18
55,18
0,0
43,18
26,20
25,21
0,0
25,19
0,0
61,20
61,22
61,23
61,24
61,25
61,26
61,27
61,28
61,29
0,0
61,21
0,0
25,22
25,24
25,25
25,26
25,27
25,28
0,0
25,23
38,29
39,29
40,29
41,29
43,29
44,29
45,29
46,29
47,29
48,29
49,29
50,29
51,29
52,30
53,30
54,30
55,30
56,30
57,30
58,30
59,30
0,0
42,28
27,29
28,29
29,29
30,29
31,29
32,29
33,29
34,29
35,29
36,29
0,0
26,29
0,0
43,30
43,32
43,33
43,34
43,35
43,36
43,37
43,38
43,39
43,40
0,0
43,31
14,36
15,39
16,43
17,43
18,43
19,43
20,43
21,43
22,43
23,43
24,43
25,43
26,43
27,43
28,43
29,43
30,43
31,43
32,43
33,43
34,43
35,43
36,43
37,43
38,43
39,43
40,43
41,43
42,43
43,43
44,43
45,44
46,44
47,44
48,44
49,44
50,44
51,44
52,44
53,44
54,44
55,44
56,44
57,44
58,44
59,44
60,44
61,44
62,44
63,44
64,44
65,44
66,44
67,44
68,44
69,44
70,44
71,44
72,45
0,0
15,34
0,0
15,35
15,40
14,44
13,48
12,50
11,51
0,0
14,37
0,0
14,38
14,45
0,0
15,41
45,45
44,46
0,0
44,41
14,46
0,0
15,42
0,0
44,42
0,0
15,43
0,0
44,47
44,49
44,50
44,51
0,0
44,48
0,0
10,51
0,0
43,52
43,54
43,55
43,56
43,57
43,58
43,59
43,60
43,61
43,62
43,63
43,64
43,65
43,66
43,67
43,68
43,69
43,70
43,71
43,72
43,73
43,74
43,75
43,76
43,77
0,0
43,53
34,59
35,59
36,59
37,59
38,59
39,59
40,59
41,59
45,59
46,59
47,59
48,59
49,59
50,60
51,60
52,60
53,60
54,60
55,60
56,60
57,60
58,61
0,0
33,59
0,0
44,60
27,75
28,75
29,75
30,75
31,76
32,76
33,76
34,76
35,76
36,76
37,76
38,77
39,77
40,77
41,77
44,77
45,77
46,78
47,78
48,78
49,78
50,78
51,78
52,78
53,78
54,78
0,0
26,75
24,76
0,0
23,76
56,77
57,77
58,77
59,77
60,77
61,77
62,77
63,77
64,77
65,77
66,77
67,77
68,77
71,77
69,78
0,0
55,77
